world_x,world_y,world_heading,local_vx,local_vy,slip_angle,yaw_rate,steer,throttle,hand_brake,brake
-94.13389587,-123.8722992,-178.2343292,16.51476796,2.847390824,9.782464603,-31.68097305,-0.031767271,1,0,0
-95.30783081,-123.9076843,-179.2772217,16.59444923,2.53708061,8.692486906,-28.34612274,-0.018599557,1,0,0
-96.42944336,-123.9427032,179.536026,16.72919339,2.160894187,7.36008917,-23.33999634,-0.008493247,1,0,0
-97.52164459,-123.9779434,178.6100159,16.88292648,1.826236118,6.173713771,-18.02928352,0.000637817,1,0,0
-98.55828094,-124.0124893,177.9033051,17.05083939,1.491296082,4.998469198,-12.91771412,0.002584845,1,0,0
-99.4451828,-124.0428848,177.4340363,17.21789233,1.176280004,3.90822065,-8.487597466,0.002584845,1,0,0
-100.4525681,-124.0783463,177.144928,17.38567052,0.890914515,2.933509599,-5.039029121,0.002584845,1,0,0
-101.3274002,-124.1099548,176.9911804,17.54741022,0.649125867,2.118558884,-2.59479928,0.002584845,1,0,0
-102.3073883,-124.1462631,176.9190979,17.70706978,0.449349788,1.453674866,-0.974377036,0.002584845,1,0,0
-103.3070221,-124.1843109,176.9004669,17.86054469,0.295476183,0.947787126,0.046081483,0.002584845,1,0,0
-104.2310638,-124.2203979,176.916214,18.01737751,0.174156549,0.553805604,0.705060244,0.002584845,1,0,0
-105.1946869,-124.258934,176.9529572,18.16809586,0.087767366,0.276785231,1.080035329,0.002584845,1,0,0
-106.0026245,-124.2919998,177.0008698,18.31336202,0.028468211,0.0890665,1.280508161,0.002584845,1,0,0
-106.9815979,-124.3329391,177.0569153,18.46077412,-0.013460608,-0.041777007,1.378883123,0.002584845,1,0,0
